2025-05-15T11:19:48.502732,24.47,31.92,1012.84,0,0
2025-05-15T11:19:50.489440,24.48,32.12,1012.84,0,0
2025-05-15T11:19:51.068632,24.52,32.03,1012.84,0,0
2025-05-15T11:19:52.516654,24.47,32.14,1012.78,400,0
2025-05-15T11:19:54.652585,24.57,32.06,1012.82,406,0
2025-05-15T11:19:54.669259,24.45,32.07,1012.82,406,0
2025-05-15T11:26:40.666494,24.05,33.21,1012.83,0,0
2025-05-15T11:26:42.617040,24.05,32.86,1012.87,0,0
2025-05-15T11:26:44.634779,24.06,32.83,1012.85,400,0
2025-05-15T11:26:46.630049,24.06,32.78,1012.88,406,0
2025-05-15T11:26:48.634693,24.11,32.53,1012.85,406,0
2025-05-15T11:26:48.843325,24.19,32.80,1012.88,406,0
2025-05-15T11:26:49.256760,24.17,32.73,1012.90,406,0
2025-05-15T11:26:51.083798,24.10,32.70,1012.86,416,2
2025-05-15T11:26:51.278073,24.19,32.71,1012.86,416,2
2025-05-15T11:26:53.066302,24.11,32.80,1012.86,454,8
2025-05-15T11:26:54.068527,24.11,32.65,1012.86,451,7
2025-05-15T11:26:55.062033,24.09,32.80,1012.81,454,8
2025-05-15T11:26:56.063029,24.12,32.83,1012.85,451,7
2025-05-15T11:26:57.063345,24.11,32.77,1012.82,442,6
2025-05-15T11:26:57.461391,24.17,32.59,1012.86,457,8
2025-05-15T11:26:59.053290,24.11,32.70,1012.84,457,8
2025-05-15T11:26:59.286195,24.21,32.65,1012.85,457,8
2025-05-15T11:27:01.063773,24.15,32.55,1012.84,454,8
2025-05-15T11:27:01.280414,24.24,32.56,1012.87,454,8
2025-05-15T11:27:03.063650,24.15,32.56,1012.84,438,5
2025-05-15T11:27:03.275748,24.24,32.74,1012.83,438,5
2025-05-15T11:27:03.936070,24.17,32.49,1012.86,400,0
2025-05-15T11:27:04.269255,24.24,32.74,1012.86,400,0
2025-05-15T11:27:05.051391,24.18,32.78,1012.86,426,3
2025-05-15T11:27:05.267803,24.28,32.67,1012.83,426,3
2025-05-15T11:27:06.028381,24.20,32.42,1012.85,426,3
2025-05-15T11:27:06.405518,24.23,32.63,1012.83,470,10
2025-05-15T11:27:07.035922,24.21,32.52,1012.84,470,10
2025-05-15T11:27:07.266911,24.28,32.68,1012.86,470,10
2025-05-15T11:27:08.433245,24.17,32.71,1012.86,470,10
2025-05-15T11:27:09.049829,24.20,32.78,1012.83,470,10
2025-05-15T11:27:09.297626,24.29,32.63,1012.85,476,11
2025-05-15T11:27:10.434387,24.23,32.65,1012.85,476,11
2025-05-15T11:27:11.045923,24.24,32.58,1012.85,476,11
2025-05-15T11:27:11.290912,24.31,32.66,1012.88,464,9
2025-05-15T11:27:12.427475,24.25,32.59,1012.85,491,13
2025-05-15T11:27:13.051229,24.27,32.40,1012.84,491,13
2025-05-15T11:27:13.296989,24.36,32.56,1012.91,452,7
2025-05-15T11:27:14.429665,24.26,32.37,1012.80,493,14
2025-05-15T11:27:15.047071,24.28,32.43,1012.84,493,14
2025-05-15T11:27:15.289256,24.37,32.60,1012.89,452,7
2025-05-15T11:27:16.450257,24.29,32.69,1012.88,498,14
2025-05-15T11:27:17.037032,24.29,32.49,1012.86,498,14
2025-05-15T11:27:17.297875,24.38,32.45,1012.82,462,9
2025-05-15T11:27:18.442139,24.27,32.60,1012.85,481,12
2025-05-15T11:27:19.050964,24.30,32.55,1012.84,481,12
2025-05-15T11:27:19.295772,24.39,32.49,1012.85,464,9
2025-05-15T11:27:20.471799,24.29,32.38,1012.87,493,14
2025-05-15T11:27:21.044055,24.32,32.26,1012.84,493,14
2025-05-15T11:27:21.287949,24.41,32.77,1012.88,448,7
2025-05-15T11:27:22.446406,24.31,32.37,1012.82,481,12
2025-05-15T11:27:23.040644,24.34,32.26,1012.87,481,12
2025-05-15T11:27:23.286623,24.44,32.54,1012.85,452,7
2025-05-15T11:27:24.452898,24.31,32.67,1012.89,464,9
2025-05-15T11:27:25.048201,24.33,32.57,1012.84,464,9
2025-05-15T11:27:25.297210,24.40,32.55,1012.82,464,9
2025-05-15T11:27:26.442962,24.31,32.41,1012.84,470,10
2025-05-15T11:27:27.042369,24.34,32.49,1012.83,470,10
2025-05-15T11:27:27.288787,24.41,32.54,1012.86,441,6
2025-05-15T11:27:29.055658,24.28,32.42,1012.87,470,10
2025-05-15T11:27:29.287233,24.38,32.29,1012.85,481,12
2025-05-15T11:27:30.443563,24.28,32.47,1012.82,481,12
2025-05-15T11:27:31.040043,24.31,32.54,1012.83,481,12
2025-05-15T11:27:31.285916,24.39,32.45,1012.83,486,13
2025-05-15T11:27:33.064151,24.29,32.63,1012.79,503,15
2025-05-15T11:27:33.280204,24.39,32.52,1012.85,503,15
2025-05-15T11:27:35.057812,24.26,32.70,1012.82,508,16
2025-05-15T11:27:35.273237,24.36,32.54,1012.83,508,16
2025-05-15T11:27:37.062254,24.25,32.48,1012.82,508,16
2025-05-15T11:27:37.278595,24.35,32.47,1012.81,508,16
2025-05-15T11:27:39.059090,24.24,32.48,1012.81,498,14
2025-05-15T11:27:39.275652,24.34,32.54,1012.81,498,14
2025-05-15T11:27:41.056951,24.21,32.46,1012.83,476,11
2025-05-15T11:27:41.274210,24.34,32.59,1012.85,476,11
2025-05-15T11:27:43.053229,24.24,32.58,1012.83,481,12
2025-05-15T11:27:43.284670,24.33,32.55,1012.86,481,12
2025-05-15T11:27:45.061565,24.23,32.50,1012.83,488,13
2025-05-15T11:27:45.280430,24.30,32.57,1012.86,488,13
2025-05-15T11:27:47.058200,24.23,32.38,1012.83,477,11
2025-05-15T11:27:47.271694,24.35,32.40,1012.86,477,11
2025-05-15T11:27:49.299562,24.22,32.51,1012.86,472,10
2025-05-15T11:27:51.058286,24.21,32.55,1012.83,472,10
2025-05-15T11:27:51.277029,24.31,32.50,1012.88,472,10
2025-05-15T11:27:53.295094,24.21,32.44,1012.88,481,12
2025-05-15T11:27:55.212935,24.21,32.35,1012.88,472,10
2025-05-15T11:27:55.487396,24.39,32.53,1012.89,472,10
2025-05-15T11:27:55.504092,24.33,32.54,1012.89,472,10
2025-05-15T11:27:57.282683,24.22,32.61,1012.87,472,10
2025-05-15T11:27:59.195266,24.22,32.42,1012.83,446,7
2025-05-15T11:27:59.326221,24.32,32.64,1012.89,446,7
2025-05-15T11:27:59.576905,24.36,32.51,1012.86,446,7
2025-05-15T11:28:01.287129,24.24,32.62,1012.84,477,11
2025-05-15T11:28:03.270351,24.35,32.53,1012.86,488,13
2025-05-15T11:28:03.347220,24.26,32.64,1012.90,488,13
2025-05-15T11:28:03.652719,24.38,32.66,1012.86,488,13
2025-05-15T11:28:04.429206,24.29,32.61,1012.89,460,9
2025-05-15T11:28:04.626565,24.41,32.48,1012.86,460,9
2025-05-15T11:28:04.832040,24.44,32.43,1012.90,444,6
2025-05-15T11:28:05.037446,24.46,32.40,1012.88,444,6
2025-05-15T11:28:05.303627,24.50,32.50,1012.91,444,6
2025-05-15T11:28:05.522763,24.56,32.69,1012.86,444,6
2025-05-15T11:28:05.599214,24.54,32.71,1012.90,444,6
2025-05-15T11:28:05.915524,24.48,32.36,1012.88,477,11
2025-05-15T11:28:06.207510,24.47,32.54,1012.90,477,11
2025-05-15T11:28:06.432967,24.50,32.67,1012.88,477,11
2025-05-15T11:28:06.654013,24.52,32.58,1012.90,477,11
2025-05-15T11:28:06.890559,24.50,32.35,1012.86,446,7
2025-05-15T11:28:07.262931,24.56,32.65,1012.84,446,7
2025-05-15T11:28:07.279633,24.53,32.36,1012.84,446,7
2025-05-15T11:28:08.420052,24.34,32.59,1012.87,515,17
2025-05-15T11:28:09.288165,24.35,32.49,1012.86,508,16
2025-05-15T11:28:10.452746,24.33,32.47,1012.83,488,13
2025-05-15T11:28:11.282079,24.33,32.41,1012.89,503,15
2025-05-15T11:28:12.454825,24.32,32.53,1012.85,508,16
2025-05-15T11:28:13.297517,24.33,32.33,1012.90,488,13
2025-05-15T11:28:14.446829,24.33,32.60,1012.86,495,14
2025-05-15T11:28:15.294353,24.34,32.24,1012.91,481,12
2025-05-15T11:28:16.430309,24.33,32.36,1012.86,503,15
2025-05-15T11:28:17.289294,24.35,32.51,1012.88,481,12
2025-05-15T11:28:18.447142,24.34,32.27,1012.87,498,14
2025-05-15T11:28:19.298641,24.34,32.33,1012.89,454,8
2025-05-15T11:28:20.434043,24.35,32.45,1012.86,498,14
2025-05-15T11:28:21.291737,24.35,32.46,1012.86,446,7
2025-05-15T11:28:22.444916,24.37,32.30,1012.87,495,14
2025-05-15T11:28:23.296021,24.36,32.30,1012.83,441,6
2025-05-15T11:28:24.453652,24.37,32.19,1012.86,481,12
2025-05-15T11:28:25.286647,24.38,32.26,1012.86,421,3
2025-05-15T11:28:26.441460,24.38,32.36,1012.85,481,12
2025-05-15T11:28:27.283897,24.38,32.35,1012.84,435,5
2025-05-15T11:28:28.462550,24.37,32.48,1012.85,477,11
